"Type","TG2ID","TherapeuticGrp2","District","YearDisp","NumDisps","NumPpl","NHIComp"
"Dispensings","2205","Antidepressants","Capital & Coast",2023,"320899","43638",100
"Dispensings","2205","Antidepressants","Bay of Plenty",2023,"239985","32872",100
"Dispensings","2205","Antidepressants","Tairawhiti",2023,"43986","5256",100
"Dispensings","2205","Antidepressants","Taranaki",2023,"149559","18422",100
"Dispensings","2205","Antidepressants","Lakes",2023,"90808","12922",100
"Dispensings","2205","Antidepressants","South Canterbury",2023,"82404","9025",100
"Dispensings","2205","Antidepressants","Whanganui",2023,"76902","9217",100
"Dispensings","2205","Antidepressants","Wairarapa",2023,"79431","7529",100
"Dispensings","2205","Antidepressants","New Zealand",2023,"5055424","636787",100
"Dispensings","2205","Antidepressants","Southern",2024,"427207","51519",100
"Dispensings","2205","Antidepressants","Nelson Marlborough",2024,"195785","25074",100
"Dispensings","2205","Antidepressants","Bay of Plenty",2024,"242295","33290",100
"Dispensings","2205","Antidepressants","Northland",2024,"175037","23356",100
"Dispensings","2205","Antidepressants","Waitemata",2024,"525226","73178",100
"Dispensings","2205","Antidepressants","Canterbury",2024,"824411","92819",100
"Dispensings","2205","Antidepressants","Counties Manukau",2024,"367823","51490",100
"Dispensings","2205","Antidepressants","Whanganui",2024,"78903","9396",100
"Dispensings","2205","Antidepressants","Hawke's Bay",2024,"252961","24490",100
"Dispensings","2205","Antidepressants","Auckland",2024,"352860","52532",100
"Dispensings","2205","Antidepressants","Capital & Coast",2024,"319668","44637",100
"Dispensings","2205","Antidepressants","MidCentral",2024,"231462","26624",100
"Dispensings","2205","Antidepressants","South Canterbury",2024,"82978","9145",100
"Dispensings","2205","Antidepressants","Waikato",2024,"456698","60744",100
"Dispensings","2205","Antidepressants","Hutt Valley",2024,"181222","21799",100
"Dispensings","2205","Antidepressants","Taranaki",2024,"154762","18961",100
"Dispensings","2205","Antidepressants","Wairarapa",2024,"77543","7677",100
"Dispensings","2205","Antidepressants","Lakes",2024,"93788","13069",100
"Dispensings","2205","Antidepressants","West Coast",2024,"40188","5241",100
"Dispensings","2205","Antidepressants","Tairawhiti",2024,"43745","5232",100
"Dispensings","2205","Antidepressants","New Zealand",2024,"5124562","650273",100
"Initial dispensings","104","Antidiarrhoeals","Counties Manukau",2020,"19329","10186",100
"Initial dispensings","104","Antidiarrhoeals","Hawke's Bay",2020,"6576","2965",100
"Initial dispensings","104","Antidiarrhoeals","Canterbury",2020,"24143","10397",100
"Initial dispensings","104","Antidiarrhoeals","Northland",2020,"6904","3200",100
"Initial dispensings","104","Antidiarrhoeals","Nelson Marlborough",2020,"6281","2765",100
"Initial dispensings","104","Antidiarrhoeals","Auckland",2020,"17328","8370",100
"Initial dispensings","104","Antidiarrhoeals","Bay of Plenty",2020,"8952","4273",100
"Initial dispensings","104","Antidiarrhoeals","Lakes",2020,"3449","1725",100
"Initial dispensings","104","Antidiarrhoeals","Hutt Valley",2020,"5345","2318",100
"Initial dispensings","104","Antidiarrhoeals","Southern",2020,"12734","5631",100
"Initial dispensings","104","Antidiarrhoeals","Waikato",2020,"15284","6936",100
"Initial dispensings","104","Antidiarrhoeals","Capital & Coast",2020,"10877","4667",100
"Initial dispensings","104","Antidiarrhoeals","South Canterbury",2020,"2797","1175",100
"Initial dispensings","104","Antidiarrhoeals","Taranaki",2020,"4888","2126",100
"Initial dispensings","104","Antidiarrhoeals","Waitemata",2020,"20479","9834",100
"Initial dispensings","104","Antidiarrhoeals","West Coast",2020,"1282","532",100
"Initial dispensings","104","Antidiarrhoeals","MidCentral",2020,"7447","3210",100
"Initial dispensings","104","Antidiarrhoeals","Tairawhiti",2020,"1383","643",100
"Initial dispensings","104","Antidiarrhoeals","Wairarapa",2020,"2069","939",100
"Initial dispensings","104","Antidiarrhoeals","Whanganui",2020,"2787","1255",100
"Initial dispensings","104","Antidiarrhoeals","New Zealand",2020,"180334","83147",100
"Initial dispensings","104","Antidiarrhoeals","Waikato",2021,"15499","7000",100
"Initial dispensings","104","Antidiarrhoeals","Northland",2021,"6970","3229",100
"Initial dispensings","104","Antidiarrhoeals","Lakes",2021,"3409","1752",100
"Initial dispensings","104","Antidiarrhoeals","Counties Manukau",2021,"19003","9641",100
"Initial dispensings","104","Antidiarrhoeals","Canterbury",2021,"24637","10272",100
"Initial dispensings","104","Antidiarrhoeals","Waitemata",2021,"20442","9377",100
"Initial dispensings","104","Antidiarrhoeals","Auckland",2021,"17428","8217",100
"Initial dispensings","104","Antidiarrhoeals","Southern",2021,"13030","5569",100
"Initial dispensings","104","Antidiarrhoeals","Capital & Coast",2021,"10969","4448",100
"Initial dispensings","104","Antidiarrhoeals","MidCentral",2021,"7530","3277",100
"Initial dispensings","104","Antidiarrhoeals","South Canterbury",2021,"2899","1149",100
"Initial dispensings","104","Antidiarrhoeals","Hutt Valley",2021,"5710","2434",100
"Initial dispensings","104","Antidiarrhoeals","Whanganui",2021,"2959","1311",100
"Initial dispensings","104","Antidiarrhoeals","West Coast",2021,"1318","533",100
"Initial dispensings","104","Antidiarrhoeals","Wairarapa",2021,"2182","922",100
"Initial dispensings","104","Antidiarrhoeals","Bay of Plenty",2021,"9015","4123",100
"Initial dispensings","104","Antidiarrhoeals","Nelson Marlborough",2021,"6261","2750",100
"Initial dispensings","104","Antidiarrhoeals","Taranaki",2021,"4935","2159",100
"Initial dispensings","104","Antidiarrhoeals","Tairawhiti",2021,"1541","693",100
"Initial dispensings","104","Antidiarrhoeals","Hawke's Bay",2021,"6565","3001",100
"Initial dispensings","104","Antidiarrhoeals","New Zealand",2021,"182302","81857",100
"Initial dispensings","104","Antidiarrhoeals","Canterbury",2022,"26545","11678",100
"Initial dispensings","104","Antidiarrhoeals","Waitemata",2022,"23097","11606",100
"Initial dispensings","104","Antidiarrhoeals","Waikato",2022,"16768","8007",100
"Initial dispensings","104","Antidiarrhoeals","Capital & Coast",2022,"11992","5435",100
"Initial dispensings","104","Antidiarrhoeals","Counties Manukau",2022,"22378","12387",100
"Initial dispensings","104","Antidiarrhoeals","Hutt Valley",2022,"5912","2682",100
"Initial dispensings","104","Antidiarrhoeals","Hawke's Bay",2022,"7014","3344",100
"Initial dispensings","104","Antidiarrhoeals","Northland",2022,"7308","3487",100
"Initial dispensings","104","Antidiarrhoeals","Bay of Plenty",2022,"9806","4774",100
"Initial dispensings","104","Antidiarrhoeals","Auckland",2022,"19978","10671",100
"Initial dispensings","104","Antidiarrhoeals","MidCentral",2022,"7897","3400",100
"Initial dispensings","104","Antidiarrhoeals","Lakes",2022,"3888","1922",100
"Initial dispensings","104","Antidiarrhoeals","Southern",2022,"13586","6126",100
"Initial dispensings","104","Antidiarrhoeals","Taranaki",2022,"5066","2299",100
"Initial dispensings","104","Antidiarrhoeals","South Canterbury",2022,"2995","1317",100
"Initial dispensings","104","Antidiarrhoeals","Nelson Marlborough",2022,"6574","2955",100
"Initial dispensings","104","Antidiarrhoeals","Whanganui",2022,"3092","1436",100
"Initial dispensings","104","Antidiarrhoeals","West Coast",2022,"1275","520",100
"Initial dispensings","104","Antidiarrhoeals","Wairarapa",2022,"2174","977",100
"Initial dispensings","104","Antidiarrhoeals","Tairawhiti",2022,"1530","720",100
"Initial dispensings","104","Antidiarrhoeals","New Zealand",2022,"198875","95743",100
"Initial dispensings","104","Antidiarrhoeals","Canterbury",2023,"29313","13942",100
"Initial dispensings","104","Antidiarrhoeals","Whanganui",2023,"3418","1657",100
"Initial dispensings","104","Antidiarrhoeals","Capital & Coast",2023,"14009","6902",100
"Initial dispensings","104","Antidiarrhoeals","Lakes",2023,"4086","2198",100
"Initial dispensings","104","Antidiarrhoeals","Waitemata",2023,"27051","15039",100
"Initial dispensings","104","Antidiarrhoeals","Hutt Valley",2023,"6599","3191",100
"Initial dispensings","104","Antidiarrhoeals","Hawke's Bay",2023,"8061","4154",100
"Initial dispensings","104","Antidiarrhoeals","Counties Manukau",2023,"26641","16026",100
"Initial dispensings","104","Antidiarrhoeals","Auckland",2023,"23799","13995",100
"Initial dispensings","104","Antidiarrhoeals","Nelson Marlborough",2023,"7190","3288",100
"Initial dispensings","104","Antidiarrhoeals","Southern",2023,"15616","7662",100
"Initial dispensings","104","Antidiarrhoeals","Waikato",2023,"18119","9062",100
"Initial dispensings","104","Antidiarrhoeals","South Canterbury",2023,"3264","1522",100
"Initial dispensings","104","Antidiarrhoeals","Bay of Plenty",2023,"10960","5770",100
"Initial dispensings","104","Antidiarrhoeals","Northland",2023,"8223","4171",100
"Initial dispensings","104","Antidiarrhoeals","Taranaki",2023,"5716","2868",100
"Initial dispensings","104","Antidiarrhoeals","MidCentral",2023,"8476","3778",100
"Initial dispensings","104","Antidiarrhoeals","Tairawhiti",2023,"1624","874",100
"Initial dispensings","104","Antidiarrhoeals","Wairarapa",2023,"2363","1066",100
"Initial dispensings","104","Antidiarrhoeals","West Coast",2023,"1354","610",100
"Initial dispensings","104","Antidiarrhoeals","New Zealand",2023,"225882","117775",100
"Initial dispensings","104","Antidiarrhoeals","Waitemata",2024,"27240","14785",100
"Initial dispensings","104","Antidiarrhoeals","Counties Manukau",2024,"27072","15954",100
"Initial dispensings","104","Antidiarrhoeals","Hawke's Bay",2024,"8409","4350",100
"Initial dispensings","104","Antidiarrhoeals","Auckland",2024,"24331","13987",100
"Initial dispensings","104","Antidiarrhoeals","Bay of Plenty",2024,"11724","6178",100
"Initial dispensings","104","Antidiarrhoeals","Lakes",2024,"4420","2426",100
"Initial dispensings","104","Antidiarrhoeals","Whanganui",2024,"3445","1560",100
"Initial dispensings","104","Antidiarrhoeals","Canterbury",2024,"31049","14820",100
"Initial dispensings","104","Antidiarrhoeals","Capital & Coast",2024,"14840","7520",100
"Initial dispensings","104","Antidiarrhoeals","Waikato",2024,"18714","9105",100
"Initial dispensings","104","Antidiarrhoeals","Hutt Valley",2024,"6846","3392",100
"Initial dispensings","104","Antidiarrhoeals","MidCentral",2024,"8693","3763",100
"Initial dispensings","104","Antidiarrhoeals","South Canterbury",2024,"3317","1594",100
"Initial dispensings","104","Antidiarrhoeals","Northland",2024,"8703","4302",100
"Initial dispensings","104","Antidiarrhoeals","Taranaki",2024,"6183","3181",100
"Initial dispensings","104","Antidiarrhoeals","Nelson Marlborough",2024,"7576","3418",100
"Initial dispensings","104","Antidiarrhoeals","Southern",2024,"16501","8289",100
"Initial dispensings","104","Antidiarrhoeals","West Coast",2024,"1520","689",100
"Initial dispensings","104","Antidiarrhoeals","Tairawhiti",2024,"1758","921",100
"Initial dispensings","104","Antidiarrhoeals","Wairarapa",2024,"2451","1110",100
"Initial dispensings","104","Antidiarrhoeals","New Zealand",2024,"234792","121344",100
"Dispensings","104","Antidiarrhoeals","Counties Manukau",2020,"31139","10233",100
"Dispensings","104","Antidiarrhoeals","Hawke's Bay",2020,"12325","2984",100
"Dispensings","104","Antidiarrhoeals","Canterbury",2020,"46491","10480",100
"Dispensings","104","Antidiarrhoeals","Northland",2020,"11552","3217",100
"Dispensings","104","Antidiarrhoeals","Nelson Marlborough",2020,"10857","2784",100
"Dispensings","104","Antidiarrhoeals","Auckland",2020,"27855","8413",100
"Dispensings","104","Antidiarrhoeals","Bay of Plenty",2020,"16000","4303",100
"Dispensings","104","Antidiarrhoeals","Lakes",2020,"5395","1739",100
"Dispensings","104","Antidiarrhoeals","Hutt Valley",2020,"10625","2347",100
"Dispensings","104","Antidiarrhoeals","Southern",2020,"23063","5668",100
"Dispensings","104","Antidiarrhoeals","Waikato",2020,"26470","6984",100
"Dispensings","104","Antidiarrhoeals","Capital & Coast",2020,"19446","4693",100
"Dispensings","104","Antidiarrhoeals","South Canterbury",2020,"5619","1182",100
"Dispensings","104","Antidiarrhoeals","Taranaki",2020,"8685","2141",100
"Dispensings","104","Antidiarrhoeals","Waitemata",2020,"34656","9929",100
"Dispensings","104","Antidiarrhoeals","West Coast",2020,"2407","537",100
"Dispensings","104","Antidiarrhoeals","MidCentral",2020,"13785","3245",100
"Dispensings","104","Antidiarrhoeals","Tairawhiti",2020,"2544","650",100
"Dispensings","104","Antidiarrhoeals","Wairarapa",2020,"4002","948",100
"Dispensings","104","Antidiarrhoeals","Whanganui",2020,"4853","1263",100
"Dispensings","104","Antidiarrhoeals","New Zealand",2020,"317769","83740",100
"Dispensings","104","Antidiarrhoeals","Waikato",2021,"26869","7056",100
"Dispensings","104","Antidiarrhoeals","Northland",2021,"11778","3256",100
"Dispensings","104","Antidiarrhoeals","Lakes",2021,"5140","1768",100
"Dispensings","104","Antidiarrhoeals","Counties Manukau",2021,"31330","9690",100
"Dispensings","104","Antidiarrhoeals","Canterbury",2021,"47431","10405",100
"Dispensings","104","Antidiarrhoeals","Waitemata",2021,"35766","9468",100
"Dispensings","104","Antidiarrhoeals","Auckland",2021,"28905","8301",100
"Dispensings","104","Antidiarrhoeals","Southern",2021,"23491","5614",100
"Dispensings","104","Antidiarrhoeals","Capital & Coast",2021,"20453","4500",100
"Dispensings","104","Antidiarrhoeals","MidCentral",2021,"14123","3301",100
"Dispensings","104","Antidiarrhoeals","South Canterbury",2021,"6112","1162",100
"Dispensings","104","Antidiarrhoeals","Hutt Valley",2021,"10820","2465",100
"Dispensings","104","Antidiarrhoeals","Whanganui",2021,"5021","1322",100
"Dispensings","104","Antidiarrhoeals","West Coast",2021,"2398","537",100
"Dispensings","104","Antidiarrhoeals","Wairarapa",2021,"4428","937",100
"Dispensings","104","Antidiarrhoeals","Bay of Plenty",2021,"15923","4175",100
"Dispensings","104","Antidiarrhoeals","Nelson Marlborough",2021,"10981","2779",100
"Dispensings","104","Antidiarrhoeals","Taranaki",2021,"8589","2177",100
"Dispensings","104","Antidiarrhoeals","Tairawhiti",2021,"2509","698",100
"Dispensings","104","Antidiarrhoeals","Hawke's Bay",2021,"12357","3022",100
"Dispensings","104","Antidiarrhoeals","New Zealand",2021,"324424","82633",100
"Dispensings","104","Antidiarrhoeals","Canterbury",2022,"50038","11807",100
"Dispensings","104","Antidiarrhoeals","Waitemata",2022,"38621","11703",100
"Dispensings","104","Antidiarrhoeals","Waikato",2022,"28632","8074",100
"Dispensings","104","Antidiarrhoeals","Capital & Coast",2022,"21356","5485",100
"Dispensings","104","Antidiarrhoeals","Counties Manukau",2022,"34797","12466",100
"Dispensings","104","Antidiarrhoeals","Hutt Valley",2022,"11172","2706",100
"Dispensings","104","Antidiarrhoeals","Hawke's Bay",2022,"12975","3376",100
"Dispensings","104","Antidiarrhoeals","Northland",2022,"12121","3513",100
"Dispensings","104","Antidiarrhoeals","Bay of Plenty",2022,"16933","4817",100
"Dispensings","104","Antidiarrhoeals","Auckland",2022,"31029","10751",100
"Dispensings","104","Antidiarrhoeals","MidCentral",2022,"14161","3432",100
"Dispensings","104","Antidiarrhoeals","Lakes",2022,"5764","1940",100
"Dispensings","104","Antidiarrhoeals","Southern",2022,"24251","6178",100
"Dispensings","104","Antidiarrhoeals","Taranaki",2022,"8723","2313",100
"Dispensings","104","Antidiarrhoeals","South Canterbury",2022,"5800","1328",100
"Dispensings","104","Antidiarrhoeals","Nelson Marlborough",2022,"11222","2988",100
"Dispensings","104","Antidiarrhoeals","Whanganui",2022,"5217","1452",100
"Dispensings","104","Antidiarrhoeals","West Coast",2022,"2306","522",100
"Dispensings","104","Antidiarrhoeals","Wairarapa",2022,"4400","996",100
"Dispensings","104","Antidiarrhoeals","Tairawhiti",2022,"2551","723",100
"Dispensings","104","Antidiarrhoeals","New Zealand",2022,"342069","96570",100
"Dispensings","104","Antidiarrhoeals","Canterbury",2023,"51817","14043",100
"Dispensings","104","Antidiarrhoeals","Whanganui",2023,"5406","1670",100
"Dispensings","104","Antidiarrhoeals","Capital & Coast",2023,"22147","6945",100
"Dispensings","104","Antidiarrhoeals","Lakes",2023,"5926","2211",100
"Dispensings","104","Antidiarrhoeals","Waitemata",2023,"41090","15125",100
"Dispensings","104","Antidiarrhoeals","Hutt Valley",2023,"11360","3218",100
"Dispensings","104","Antidiarrhoeals","Hawke's Bay",2023,"13681","4189",100
"Dispensings","104","Antidiarrhoeals","Counties Manukau",2023,"37748","16100",100
"Dispensings","104","Antidiarrhoeals","Auckland",2023,"33293","14060",100
"Dispensings","104","Antidiarrhoeals","Nelson Marlborough",2023,"11655","3318",100
"Dispensings","104","Antidiarrhoeals","Southern",2023,"24984","7707",100
"Dispensings","104","Antidiarrhoeals","Waikato",2023,"29296","9123",100
"Dispensings","104","Antidiarrhoeals","South Canterbury",2023,"5874","1532",100
"Dispensings","104","Antidiarrhoeals","Bay of Plenty",2023,"17493","5815",100
"Dispensings","104","Antidiarrhoeals","Northland",2023,"12235","4197",100
"Dispensings","104","Antidiarrhoeals","Taranaki",2023,"9070","2888",100
"Dispensings","104","Antidiarrhoeals","MidCentral",2023,"13954","3820",100
"Dispensings","104","Antidiarrhoeals","Tairawhiti",2023,"2776","879",100
"Dispensings","104","Antidiarrhoeals","Wairarapa",2023,"4606","1074",100
"Dispensings","104","Antidiarrhoeals","West Coast",2023,"2271","613",100
"Dispensings","104","Antidiarrhoeals","New Zealand",2023,"356682","118527",100
"Dispensings","104","Antidiarrhoeals","Waitemata",2024,"41602","14892",100
"Dispensings","104","Antidiarrhoeals","Counties Manukau",2024,"38813","16028",100
"Dispensings","104","Antidiarrhoeals","Hawke's Bay",2024,"14237","4382",100
"Dispensings","104","Antidiarrhoeals","Auckland",2024,"34247","14054",100
"Dispensings","104","Antidiarrhoeals","Bay of Plenty",2024,"18402","6211",100
"Dispensings","104","Antidiarrhoeals","Lakes",2024,"6410","2445",100
"Dispensings","104","Antidiarrhoeals","Whanganui",2024,"5594","1574",100
"Dispensings","104","Antidiarrhoeals","Canterbury",2024,"53820","14939",100
"Dispensings","104","Antidiarrhoeals","Capital & Coast",2024,"23032","7590",100
"Dispensings","104","Antidiarrhoeals","Waikato",2024,"30155","9178",100
"Dispensings","104","Antidiarrhoeals","Hutt Valley",2024,"11514","3421",100
"Dispensings","104","Antidiarrhoeals","MidCentral",2024,"14038","3796",100
"Dispensings","104","Antidiarrhoeals","South Canterbury",2024,"5991","1608",100
"Dispensings","104","Antidiarrhoeals","Northland",2024,"13044","4321",100
"Dispensings","104","Antidiarrhoeals","Taranaki",2024,"9561","3190",100
"Dispensings","104","Antidiarrhoeals","Nelson Marlborough",2024,"12107","3441",100
"Dispensings","104","Antidiarrhoeals","Southern",2024,"26064","8327",100
"Dispensings","104","Antidiarrhoeals","West Coast",2024,"2456","693",100
"Dispensings","104","Antidiarrhoeals","Tairawhiti",2024,"2645","927",100
"Dispensings","104","Antidiarrhoeals","Wairarapa",2024,"4729","1122",100
"Dispensings","104","Antidiarrhoeals","New Zealand",2024,"368461","122139",100
"Initial dispensings","2207","Antiepilepsy Drugs","Waikato",2020,"70096","18109",100
"Initial dispensings","2207","Antiepilepsy Drugs","Counties Manukau",2020,"67017","17883",100
"Initial dispensings","2207","Antiepilepsy Drugs","Waitemata",2020,"78079","21432",100
"Initial dispensings","2207","Antiepilepsy Drugs","Southern",2020,"55489","13819",100
"Initial dispensings","2207","Antiepilepsy Drugs","Canterbury",2020,"73778","17980",100
"Initial dispensings","2207","Antiepilepsy Drugs","Northland",2020,"29594","7487",100
"Initial dispensings","2207","Antiepilepsy Drugs","Auckland",2020,"49576","13318",100
"Initial dispensings","2207","Antiepilepsy Drugs","Taranaki",2020,"20269","4941",100
"Initial dispensings","2207","Antiepilepsy Drugs","Bay of Plenty",2020,"40108","11565",100
"Initial dispensings","2207","Antiepilepsy Drugs","Whanganui",2020,"12830","3215",100
"Initial dispensings","2207","Antiepilepsy Drugs","South Canterbury",2020,"10728","2849",100
"Initial dispensings","2207","Antiepilepsy Drugs","Wairarapa",2020,"8363","2199",100
"Initial dispensings","2207","Antiepilepsy Drugs","MidCentral",2020,"29846","7112",100
"Initial dispensings","2207","Antiepilepsy Drugs","West Coast",2020,"5575","1433",100
"Initial dispensings","2207","Antiepilepsy Drugs","Hutt Valley",2020,"21563","5150",100
"Initial dispensings","2207","Antiepilepsy Drugs","Capital & Coast",2020,"38417","9395",100
"Initial dispensings","2207","Antiepilepsy Drugs","Hawke's Bay",2020,"26441","6164",100
"Initial dispensings","2207","Antiepilepsy Drugs","Tairawhiti",2020,"7490","1883",100
"Initial dispensings","2207","Antiepilepsy Drugs","Nelson Marlborough",2020,"20694","5007",100
"Initial dispensings","2207","Antiepilepsy Drugs","Lakes",2020,"15988","4328",100
"Initial dispensings","2207","Antiepilepsy Drugs","New Zealand",2020,"681941","175269",100
"Initial dispensings","2207","Antiepilepsy Drugs","Auckland",2021,"55520","14854",100
"Initial dispensings","2207","Antiepilepsy Drugs","Counties Manukau",2021,"73460","19629",100
"Initial dispensings","2207","Antiepilepsy Drugs","Canterbury",2021,"80544","19634",100
"Initial dispensings","2207","Antiepilepsy Drugs","Waitemata",2021,"86409","23616",100
"Initial dispensings","2207","Antiepilepsy Drugs","Bay of Plenty",2021,"44056","12538",100
"Initial dispensings","2207","Antiepilepsy Drugs","Hutt Valley",2021,"24276","5759",100
"Initial dispensings","2207","Antiepilepsy Drugs","Northland",2021,"32310","8178",100
"Initial dispensings","2207","Antiepilepsy Drugs","Waikato",2021,"76030","19650",100
"Initial dispensings","2207","Antiepilepsy Drugs","Capital & Coast",2021,"42134","10342",100
"Initial dispensings","2207","Antiepilepsy Drugs","Taranaki",2021,"21897","5257",100
"Initial dispensings","2207","Antiepilepsy Drugs","Hawke's Bay",2021,"28246","6561",100
"Initial dispensings","2207","Antiepilepsy Drugs","Southern",2021,"59919","14794",100
"Initial dispensings","2207","Antiepilepsy Drugs","Lakes",2021,"17260","4644",100
"Initial dispensings","2207","Antiepilepsy Drugs","South Canterbury",2021,"11165","2975",100
"Initial dispensings","2207","Antiepilepsy Drugs","Whanganui",2021,"13963","3616",100
"Initial dispensings","2207","Antiepilepsy Drugs","Nelson Marlborough",2021,"21701","5249",100
"Initial dispensings","2207","Antiepilepsy Drugs","Wairarapa",2021,"9150","2393",100
"Initial dispensings","2207","Antiepilepsy Drugs","MidCentral",2021,"32751","7803",100
"Initial dispensings","2207","Antiepilepsy Drugs","West Coast",2021,"5888","1489",100
"Initial dispensings","2207","Antiepilepsy Drugs","Tairawhiti",2021,"8011","2017",100
"Initial dispensings","2207","Antiepilepsy Drugs","New Zealand",2021,"744690","190998",100
"Initial dispensings","2207","Antiepilepsy Drugs","Canterbury",2022,"85960","20931",100
"Initial dispensings","2207","Antiepilepsy Drugs","Whanganui",2022,"14775","3712",100
"Initial dispensings","2207","Antiepilepsy Drugs","Waikato",2022,"78910","20513",100
"Initial dispensings","2207","Antiepilepsy Drugs","Auckland",2022,"59863","15941",100
"Initial dispensings","2207","Antiepilepsy Drugs","Waitemata",2022,"91498","24931",100
"Initial dispensings","2207","Antiepilepsy Drugs","Hawke's Bay",2022,"29180","6818",100
"Initial dispensings","2207","Antiepilepsy Drugs","Taranaki",2022,"22249","5317",100
"Initial dispensings","2207","Antiepilepsy Drugs","Hutt Valley",2022,"25078","5847",100
"Initial dispensings","2207","Antiepilepsy Drugs","Counties Manukau",2022,"76497","20611",100
"Initial dispensings","2207","Antiepilepsy Drugs","Capital & Coast",2022,"43353","10585",100
"Initial dispensings","2207","Antiepilepsy Drugs","Northland",2022,"33653","8650",100
"Initial dispensings","2207","Antiepilepsy Drugs","Bay of Plenty",2022,"45697","12896",100
"Initial dispensings","2207","Antiepilepsy Drugs","South Canterbury",2022,"11873","3197",100
"Initial dispensings","2207","Antiepilepsy Drugs","MidCentral",2022,"34808","8246",100
"Initial dispensings","2207","Antiepilepsy Drugs","Lakes",2022,"17823","4806",100
"Initial dispensings","2207","Antiepilepsy Drugs","Southern",2022,"61800","15111",100
"Initial dispensings","2207","Antiepilepsy Drugs","Wairarapa",2022,"9811","2497",100
"Initial dispensings","2207","Antiepilepsy Drugs","Nelson Marlborough",2022,"22465","5485",100
"Initial dispensings","2207","Antiepilepsy Drugs","West Coast",2022,"6248","1630",100
"Initial dispensings","2207","Antiepilepsy Drugs","Tairawhiti",2022,"7990","2032",100
"Initial dispensings","2207","Antiepilepsy Drugs","New Zealand",2022,"779531","199756",100
"Initial dispensings","2207","Antiepilepsy Drugs","Taranaki",2023,"23727","5777",100
"Initial dispensings","2207","Antiepilepsy Drugs","Counties Manukau",2023,"83541","22137",100
"Initial dispensings","2207","Antiepilepsy Drugs","Auckland",2023,"64550","17253",100
"Initial dispensings","2207","Antiepilepsy Drugs","Southern",2023,"66174","16120",100
"Initial dispensings","2207","Antiepilepsy Drugs","Waikato",2023,"84545","21905",100
"Initial dispensings","2207","Antiepilepsy Drugs","Canterbury",2023,"93378","22590",100
"Initial dispensings","2207","Antiepilepsy Drugs","Nelson Marlborough",2023,"24272","5925",100
"Initial dispensings","2207","Antiepilepsy Drugs","Bay of Plenty",2023,"48441","13644",100
"Initial dispensings","2207","Antiepilepsy Drugs","Capital & Coast",2023,"47458","11433",100
"Initial dispensings","2207","Antiepilepsy Drugs","Tairawhiti",2023,"8328","2050",100
"Initial dispensings","2207","Antiepilepsy Drugs","Northland",2023,"35404","9111",100
"Initial dispensings","2207","Antiepilepsy Drugs","MidCentral",2023,"37622","8764",100
"Initial dispensings","2207","Antiepilepsy Drugs","Lakes",2023,"19460","5310",100
"Initial dispensings","2207","Antiepilepsy Drugs","Waitemata",2023,"99481","27163",100
"Initial dispensings","2207","Antiepilepsy Drugs","Hutt Valley",2023,"26818","6290",100
"Initial dispensings","2207","Antiepilepsy Drugs","Whanganui",2023,"16157","4006",100
"Initial dispensings","2207","Antiepilepsy Drugs","Hawke's Bay",2023,"30176","7074",100
"Initial dispensings","2207","Antiepilepsy Drugs","South Canterbury",2023,"12776","3410",100
"Initial dispensings","2207","Antiepilepsy Drugs","Wairarapa",2023,"10309","2589",100
"Initial dispensings","2207","Antiepilepsy Drugs","West Coast",2023,"6484","1666",100
"Initial dispensings","2207","Antiepilepsy Drugs","New Zealand",2023,"839101","214217",100
"Initial dispensings","2207","Antiepilepsy Drugs","Auckland",2024,"69663","18578",100
"Initial dispensings","2207","Antiepilepsy Drugs","Lakes",2024,"21286","5662",100
"Initial dispensings","2207","Antiepilepsy Drugs","Bay of Plenty",2024,"52045","14563",100
"Initial dispensings","2207","Antiepilepsy Drugs","MidCentral",2024,"41200","9165",100
"Initial dispensings","2207","Antiepilepsy Drugs","Whanganui",2024,"17422","4193",100
"Initial dispensings","2207","Antiepilepsy Drugs","Canterbury",2024,"102505","24472",100
"Initial dispensings","2207","Antiepilepsy Drugs","Taranaki",2024,"25687","6150",100
"Initial dispensings","2207","Antiepilepsy Drugs","Wairarapa",2024,"11239","2863",100
"Initial dispensings","2207","Antiepilepsy Drugs","Counties Manukau",2024,"90431","23955",100
"Initial dispensings","2207","Antiepilepsy Drugs","Southern",2024,"70718","16752",100
"Initial dispensings","2207","Antiepilepsy Drugs","Waitemata",2024,"109633","29099",100
"Initial dispensings","2207","Antiepilepsy Drugs","Nelson Marlborough",2024,"26912","6339",100
"Initial dispensings","2207","Antiepilepsy Drugs","Hutt Valley",2024,"29637","6710",100
"Initial dispensings","2207","Antiepilepsy Drugs","Waikato",2024,"93243","23799",100
"Initial dispensings","2207","Antiepilepsy Drugs","Northland",2024,"38449","9895",100
"Initial dispensings","2207","Antiepilepsy Drugs","West Coast",2024,"7109","1778",100
"Initial dispensings","2207","Antiepilepsy Drugs","Capital & Coast",2024,"52072","12437",100
"Initial dispensings","2207","Antiepilepsy Drugs","Hawke's Bay",2024,"32715","7756",100
"Initial dispensings","2207","Antiepilepsy Drugs","South Canterbury",2024,"13542","3535",100
"Initial dispensings","2207","Antiepilepsy Drugs","Tairawhiti",2024,"9274","2245",100
"Initial dispensings","2207","Antiepilepsy Drugs","New Zealand",2024,"914782","229946",100
